source_code,source_concept_id,source_vocabulary_id,source_concept_class_id,concept_name,source_code_description,target_concept_id,target_concept_name,target_vocabulary_id,target_concept_domain,valid_start_date,valid_end_date
AJ300200,42130149,EDI,Procedure,"ICU Patient Care-General,discharge between 18:00 - 24:00","병원, 치과병원, 한방병원 내 의·치과-7등급간호관리료적용 일반중환자실입원료, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ301,42365934,EDI,Proc Hierarchy,ICU Patient Care-Neonatal,"병원, 치과병원·한방병원 내 의과-4등급간호관리료적용 신생아중환자실입원료, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ301010,42347605,EDI,Procedure,"ICU Patient Care-Neonatal,neonatal intensive care","병원, 치과병원·한방병원 내 의과-4등급간호관리료적용 신생아중환자실입원료, 집중간호 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ301020,42329144,EDI,Procedure,"ICU Patient Care-Neonatal,Neonate other than indications","병원, 치과병원·한방병원 내 의과-4등급간호관리료적용 신생아중환자실입원료, 적응증 외 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ301100,42302774,EDI,Procedure,"ICU Patient Care-Neonatal,00:00 - 06:00 to admission","병원, 치과병원·한방병원 내 의과-4등급간호관리료적용 신생아중환자실입원료, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ301110,42303808,EDI,Procedure,"ICU Patient Care-Neonatal,00:00 - 06:00 to admission, neonatal intensive care","병원, 치과병원·한방병원 내 의과-4등급간호관리료적용 신생아중환자실입원료, 오전0-6시입원 집중간호 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ301120,42303454,EDI,Procedure,"ICU Patient Care-Neonatal,00:00 - 06:00 to admission, Neonate other than indications","병원, 치과병원·한방병원 내 의과-4등급간호관리료적용 신생아중환자실입원료, 오전0-6시입원 적응증 외 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ301200,42128241,EDI,Procedure,"ICU Patient Care-Neonatal,discharge between 18:00 - 24:00","병원, 치과병원·한방병원 내 의과-4등급간호관리료적용 신생아중환자실입원료, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ301210,42185791,EDI,Procedure,"ICU Patient Care-Neonatal,discharge between 18:00 - 24:00, neonatal intensive care","병원, 치과병원·한방병원 내 의과-4등급간호관리료적용 신생아중환자실입원료, 18-24시퇴원 집중간호 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ301220,42185799,EDI,Procedure,"ICU Patient Care-Neonatal,discharge between 18:00 - 24:00, Neonate other than indications","병원, 치과병원·한방병원 내 의과-4등급간호관리료적용 신생아중환자실입원료, 18시-24시퇴원 적응증 외 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ302,42365400,EDI,Proc Hierarchy,ICU Patient Care-Pediatric,"병원, 치과병원, 한방병원 내 의·치과-4등급간호관리료적용 소아중환자실입원료, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ302100,42303430,EDI,Procedure,"ICU Patient Care-Pediatric,00:00 - 06:00 to admission","병원, 치과병원, 한방병원 내 의·치과-4등급간호관리료적용 소아중환자실입원료, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ302200,42131439,EDI,Procedure,"ICU Patient Care-Pediatric,discharge between 18:00 - 24:00","병원, 치과병원, 한방병원 내 의·치과-4등급간호관리료적용 소아중환자실입원료, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ303,42359746,EDI,Proc Hierarchy,ICU Patient Care,ICU Patient Care,44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ310,42364060,EDI,Proc Hierarchy,ICU Patient Care-General,"병원, 치과병원, 한방병원 내 의·치과-1등급간호관리료적용 일반중환자실입원료, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ310100,42302703,EDI,Procedure,"ICU Patient Care-General,00:00 - 06:00 to admission","병원, 치과병원, 한방병원 내 의·치과-1등급간호관리료적용 일반중환자실입원료, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ310200,42184786,EDI,Procedure,"ICU Patient Care-General,discharge between 18:00 - 24:00","병원, 치과병원, 한방병원 내 의·치과-1등급간호관리료적용 일반중환자실입원료, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ311,42363379,EDI,Proc Hierarchy,ICU Patient Care-Neonatal,"병원, 치과병원·한방병원 내 의과-1등급간호관리료적용 신생아중환자실입원료, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ311010,42347606,EDI,Procedure,"ICU Patient Care-Neonatal,neonatal intensive care","병원, 치과병원·한방병원 내 의과-1등급간호관리료적용 신생아중환자실입원료, 집중간호 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ311020,42329150,EDI,Procedure,"ICU Patient Care-Neonatal,Neonate other than indications","병원, 치과병원·한방병원 내 의과-1등급간호관리료적용 신생아중환자실입원료, 적응증 외 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ311100,42302709,EDI,Procedure,"ICU Patient Care-Neonatal,00:00 - 06:00 to admission","병원, 치과병원·한방병원 내 의과-1등급간호관리료적용 신생아중환자실입원료, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ311110,42303800,EDI,Procedure,"ICU Patient Care-Neonatal,00:00 - 06:00 to admission, neonatal intensive care","병원, 치과병원·한방병원 내 의과-1등급간호관리료적용 신생아중환자실입원료, 오전0-6시입원 집중간호 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ311120,42303467,EDI,Procedure,"ICU Patient Care-Neonatal,00:00 - 06:00 to admission, Neonate other than indications","병원, 치과병원·한방병원 내 의과-1등급간호관리료적용 신생아중환자실입원료, 오전0-6시입원 적응증 외 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ311200,42184753,EDI,Procedure,"ICU Patient Care-Neonatal,discharge between 18:00 - 24:00","병원, 치과병원·한방병원 내 의과-1등급간호관리료적용 신생아중환자실입원료, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ311210,42185796,EDI,Procedure,"ICU Patient Care-Neonatal,discharge between 18:00 - 24:00, neonatal intensive care","병원, 치과병원·한방병원 내 의과-1등급간호관리료적용 신생아중환자실입원료, 18-24시퇴원 집중간호 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ311220,42185813,EDI,Procedure,"ICU Patient Care-Neonatal,discharge between 18:00 - 24:00, Neonate other than indications","병원, 치과병원·한방병원 내 의과-1등급간호관리료적용 신생아중환자실입원료, 18시-24시퇴원 적응증 외 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ312,42364774,EDI,Proc Hierarchy,ICU Patient Care-Pediatric,"병원, 치과병원, 한방병원 내 의·치과-1등급간호관리료적용 소아중환자실입원료, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ312100,42302665,EDI,Procedure,"ICU Patient Care-Pediatric,00:00 - 06:00 to admission","병원, 치과병원, 한방병원 내 의·치과-1등급간호관리료적용 소아중환자실입원료, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ312200,42185079,EDI,Procedure,"ICU Patient Care-Pediatric,discharge between 18:00 - 24:00","병원, 치과병원, 한방병원 내 의·치과-1등급간호관리료적용 소아중환자실입원료, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ320,42359792,EDI,Proc Hierarchy,ICU Patient Care-General,"병원, 치과병원, 한방병원 내 의·치과-2등급간호관리료적용 일반중환자실입원료, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ320100,42302425,EDI,Procedure,"ICU Patient Care-General,00:00 - 06:00 to admission","병원, 치과병원, 한방병원 내 의·치과-2등급간호관리료적용 일반중환자실입원료, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ320200,42178345,EDI,Procedure,"ICU Patient Care-General,discharge between 18:00 - 24:00","병원, 치과병원, 한방병원 내 의·치과-2등급간호관리료적용 일반중환자실입원료, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ321,42364468,EDI,Proc Hierarchy,ICU Patient Care-Neonatal,"병원, 치과병원·한방병원 내 의과-2등급간호관리료적용 신생아중환자실입원료, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ321010,42347617,EDI,Procedure,"ICU Patient Care-Neonatal,neonatal intensive care","병원, 치과병원·한방병원 내 의과-2등급간호관리료적용 신생아중환자실입원료, 집중간호 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ321020,42329142,EDI,Procedure,"ICU Patient Care-Neonatal,Neonate other than indications","병원, 치과병원·한방병원 내 의과-2등급간호관리료적용 신생아중환자실입원료, 적응증 외 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ321100,42302718,EDI,Procedure,"ICU Patient Care-Neonatal,00:00 - 06:00 to admission","병원, 치과병원·한방병원 내 의과-2등급간호관리료적용 신생아중환자실입원료, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ321110,42303804,EDI,Procedure,"ICU Patient Care-Neonatal,00:00 - 06:00 to admission, neonatal intensive care","병원, 치과병원·한방병원 내 의과-2등급간호관리료적용 신생아중환자실입원료, 오전0-6시입원 집중간호 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ321120,42303459,EDI,Procedure,"ICU Patient Care-Neonatal,00:00 - 06:00 to admission, Neonate other than indications","병원, 치과병원·한방병원 내 의과-2등급간호관리료적용 신생아중환자실입원료, 오전0-6시입원 적응증 외 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ321200,42185388,EDI,Procedure,"ICU Patient Care-Neonatal,discharge between 18:00 - 24:00","병원, 치과병원·한방병원 내 의과-2등급간호관리료적용 신생아중환자실입원료, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ321210,42185787,EDI,Procedure,"ICU Patient Care-Neonatal,discharge between 18:00 - 24:00, neonatal intensive care","병원, 치과병원·한방병원 내 의과-2등급간호관리료적용 신생아중환자실입원료, 18-24시퇴원 집중간호 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ321220,42185805,EDI,Procedure,"ICU Patient Care-Neonatal,discharge between 18:00 - 24:00, Neonate other than indications","병원, 치과병원·한방병원 내 의과-2등급간호관리료적용 신생아중환자실입원료, 18시-24시퇴원 적응증 외 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ322,42357723,EDI,Proc Hierarchy,ICU Patient Care-Pediatric,"병원, 치과병원, 한방병원 내 의·치과-2등급간호관리료적용 소아중환자실입원료, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ322100,42302701,EDI,Procedure,"ICU Patient Care-Pediatric,00:00 - 06:00 to admission","병원, 치과병원, 한방병원 내 의·치과-2등급간호관리료적용 소아중환자실입원료, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ322200,42184647,EDI,Procedure,"ICU Patient Care-Pediatric,discharge between 18:00 - 24:00","병원, 치과병원, 한방병원 내 의·치과-2등급간호관리료적용 소아중환자실입원료, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ330,42362997,EDI,Proc Hierarchy,ICU Patient Care-General,"병원, 치과병원, 한방병원 내 의·치과-3등급간호관리료적용 일반중환자실입원료, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ330100,42303418,EDI,Procedure,"ICU Patient Care-General,00:00 - 06:00 to admission","병원, 치과병원, 한방병원 내 의·치과-3등급간호관리료적용 일반중환자실입원료, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ330200,42185512,EDI,Procedure,"ICU Patient Care-General,discharge between 18:00 - 24:00","병원, 치과병원, 한방병원 내 의·치과-3등급간호관리료적용 일반중환자실입원료, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ331,42366327,EDI,Proc Hierarchy,ICU Patient Care-Neonatal,"병원, 치과병원·한방병원 내 의과-3등급간호관리료적용 신생아중환자실입원료, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ331010,42347621,EDI,Procedure,"ICU Patient Care-Neonatal,neonatal intensive care","병원, 치과병원·한방병원 내 의과-3등급간호관리료적용 신생아중환자실입원료, 집중간호 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ331020,42329155,EDI,Procedure,"ICU Patient Care-Neonatal,Neonate other than indications","병원, 치과병원·한방병원 내 의과-3등급간호관리료적용 신생아중환자실입원료, 적응증 외 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ331100,42303216,EDI,Procedure,"ICU Patient Care-Neonatal,00:00 - 06:00 to admission","병원, 치과병원·한방병원 내 의과-3등급간호관리료적용 신생아중환자실입원료, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ331110,42303796,EDI,Procedure,"ICU Patient Care-Neonatal,00:00 - 06:00 to admission, neonatal intensive care","병원, 치과병원·한방병원 내 의과-3등급간호관리료적용 신생아중환자실입원료, 오전0-6시입원 집중간호 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ331120,42303461,EDI,Procedure,"ICU Patient Care-Neonatal,00:00 - 06:00 to admission, Neonate other than indications","병원, 치과병원·한방병원 내 의과-3등급간호관리료적용 신생아중환자실입원료, 오전0-6시입원 적응증 외 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ331200,42185366,EDI,Procedure,"ICU Patient Care-Neonatal,discharge between 18:00 - 24:00","병원, 치과병원·한방병원 내 의과-3등급간호관리료적용 신생아중환자실입원료, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ331210,42185797,EDI,Procedure,"ICU Patient Care-Neonatal,discharge between 18:00 - 24:00, neonatal intensive care","병원, 치과병원·한방병원 내 의과-3등급간호관리료적용 신생아중환자실입원료, 18-24시퇴원 집중간호 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ331220,42185804,EDI,Procedure,"ICU Patient Care-Neonatal,discharge between 18:00 - 24:00, Neonate other than indications","병원, 치과병원·한방병원 내 의과-3등급간호관리료적용 신생아중환자실입원료, 18시-24시퇴원 적응증 외 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ332,42360849,EDI,Proc Hierarchy,ICU Patient Care-Pediatric,"병원, 치과병원, 한방병원 내 의·치과-3등급간호관리료적용 소아중환자실입원료, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ332100,42302161,EDI,Procedure,"ICU Patient Care-Pediatric,00:00 - 06:00 to admission","병원, 치과병원, 한방병원 내 의·치과-3등급간호관리료적용 소아중환자실입원료, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ332200,42176314,EDI,Procedure,"ICU Patient Care-Pediatric,discharge between 18:00 - 24:00","병원, 치과병원, 한방병원 내 의·치과-3등급간호관리료적용 소아중환자실입원료, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ340,42364079,EDI,Proc Hierarchy,ICU Patient Care-General,"병원, 치과병원, 한방병원 내 의·치과-4등급간호관리료적용 일반중환자실입원료, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ340100,42303415,EDI,Procedure,"ICU Patient Care-General,00:00 - 06:00 to admission","병원, 치과병원, 한방병원 내 의·치과-4등급간호관리료적용 일반중환자실입원료, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ340200,42131323,EDI,Procedure,"ICU Patient Care-General,discharge between 18:00 - 24:00","병원, 치과병원, 한방병원 내 의·치과-4등급간호관리료적용 일반중환자실입원료, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ350,42365049,EDI,Proc Hierarchy,ICU Patient Care-General,"병원, 치과병원, 한방병원 내 의·치과-5등급간호관리료적용 일반중환자실입원료, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ350100,42303278,EDI,Procedure,"ICU Patient Care-General,00:00 - 06:00 to admission","병원, 치과병원, 한방병원 내 의·치과-5등급간호관리료적용 일반중환자실입원료, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ350200,42185241,EDI,Procedure,"ICU Patient Care-General,discharge between 18:00 - 24:00","병원, 치과병원, 한방병원 내 의·치과-5등급간호관리료적용 일반중환자실입원료, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ351,42358145,EDI,Proc Hierarchy,ICU Patient Care-Neonatal,"병원, 치과병원·한방병원 내 의과-5등급간호관리료적용 신생아중환자실입원료, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ351010,42347618,EDI,Procedure,"ICU Patient Care-Neonatal,neonatal intensive care","병원, 치과병원·한방병원 내 의과-5등급간호관리료적용 신생아중환자실입원료, 집중간호 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ351020,42329148,EDI,Procedure,"ICU Patient Care-Neonatal,Neonate other than indications","병원, 치과병원·한방병원 내 의과-5등급간호관리료적용 신생아중환자실입원료, 적응증 외 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ351100,42303342,EDI,Procedure,"ICU Patient Care-Neonatal,00:00 - 06:00 to admission","병원, 치과병원·한방병원 내 의과-5등급간호관리료적용 신생아중환자실입원료, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ351110,42303793,EDI,Procedure,"ICU Patient Care-Neonatal,00:00 - 06:00 to admission, neonatal intensive care","병원, 치과병원·한방병원 내 의과-5등급간호관리료적용 신생아중환자실입원료, 오전0-6시입원 집중간호 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ351120,42303464,EDI,Procedure,"ICU Patient Care-Neonatal,00:00 - 06:00 to admission, Neonate other than indications","병원, 치과병원·한방병원 내 의과-5등급간호관리료적용 신생아중환자실입원료, 오전0-6시입원 적응증 외 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ351200,42085247,EDI,Procedure,"ICU Patient Care-Neonatal,discharge between 18:00 - 24:00","병원, 치과병원·한방병원 내 의과-5등급간호관리료적용 신생아중환자실입원료, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ351210,42159799,EDI,Procedure,"ICU Patient Care-Neonatal,discharge between 18:00 - 24:00, neonatal intensive care","병원, 치과병원·한방병원 내 의과-5등급간호관리료적용 신생아중환자실입원료, 18-24시퇴원 집중간호 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ351220,42185808,EDI,Procedure,"ICU Patient Care-Neonatal,discharge between 18:00 - 24:00, Neonate other than indications","병원, 치과병원·한방병원 내 의과-5등급간호관리료적용 신생아중환자실입원료, 18시-24시퇴원 적응증 외 신생아",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ352,42357740,EDI,Proc Hierarchy,ICU Patient Care-Pediatric,"병원, 치과병원, 한방병원 내 의·치과-5등급간호관리료적용 소아중환자실입원료-의료취약지역에 해당되지 아니하는 요양기관, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ352100,42303269,EDI,Procedure,"ICU Patient Care-Pediatric,00:00 - 06:00 to admission","병원, 치과병원, 한방병원 내 의·치과-5등급간호관리료적용 소아중환자실입원료-의료취약지역에 해당되지 아니하는 요양기관, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ352200,42185481,EDI,Procedure,"ICU Patient Care-Pediatric,discharge between 18:00 - 24:00","병원, 치과병원, 한방병원 내 의·치과-5등급간호관리료적용 소아중환자실입원료-의료취약지역에 해당되지 아니하는 요양기관, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ360,42361929,EDI,Proc Hierarchy,ICU Patient Care-General,"병원, 치과병원, 한방병원 내 의·치과-6등급간호관리료적용 일반중환자실입원료, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ360100,42303244,EDI,Procedure,"ICU Patient Care-General,00:00 - 06:00 to admission","병원, 치과병원, 한방병원 내 의·치과-6등급간호관리료적용 일반중환자실입원료, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ360200,42185351,EDI,Procedure,"ICU Patient Care-General,discharge between 18:00 - 24:00","병원, 치과병원, 한방병원 내 의·치과-6등급간호관리료적용 일반중환자실입원료, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ380,42357752,EDI,Proc Hierarchy,ICU Patient Care-General,"병원, 치과병원, 한방병원 내 의·치과-8등급간호관리료적용 일반중환자실입원료-의료취약지역에 해당되지 아니하는 요양기관, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ380100,42303182,EDI,Procedure,"ICU Patient Care-General,00:00 - 06:00 to admission","병원, 치과병원, 한방병원 내 의·치과-8등급간호관리료적용 일반중환자실입원료-의료취약지역에 해당되지 아니하는 요양기관, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ380200,42185452,EDI,Procedure,"ICU Patient Care-General,discharge between 18:00 - 24:00","병원, 치과병원, 한방병원 내 의·치과-8등급간호관리료적용 일반중환자실입원료-의료취약지역에 해당되지 아니하는 요양기관, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ390,42363022,EDI,Proc Hierarchy,ICU Patient Care-General,"병원, 치과병원, 한방병원 내 의·치과-9등급간호관리료적용 일반중환자실입원료, NA",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ390100,42303159,EDI,Procedure,"ICU Patient Care-General,00:00 - 06:00 to admission","병원, 치과병원, 한방병원 내 의·치과-9등급간호관리료적용 일반중환자실입원료, 오전0-6시입원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
AJ390200,42185347,EDI,Procedure,"ICU Patient Care-General,discharge between 18:00 - 24:00","병원, 치과병원, 한방병원 내 의·치과-9등급간호관리료적용 일반중환자실입원료, 18-24시퇴원",44804818,Critical care medicine care management,SNOMED,Procedure,20200319,20991231
M0040,42360508,EDI,Proc Hierarchy,Oxygen Inhalation,"산소흡입[1일당], NA",4239130,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040002,42154131,EDI,Procedure,"Oxygen Inhalation,(Senior General Hospital, General Hospital) Neonate","산소흡입[1일당], (상급종합병원·종합병원)신생아",4239132,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040003,42107332,EDI,Procedure,"Oxygen Inhalation,(Senior General Hospital, General Hospital) Under 12 months","산소흡입[1일당], (상급종합병원·종합병원)만1세미만",4239134,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040005,42131167,EDI,Procedure,"Oxygen Inhalation,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months","산소흡입[1일당], (상급종합병원·종합병원)만1세이상~만6세미만",4239136,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040010,42294092,EDI,Procedure,"Oxygen Inhalation,Nighttime","산소흡입[1일당], 야간",4239138,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040012,42161631,EDI,Procedure,"Oxygen Inhalation,(Senior General Hospital, General Hospital) Neonate Nighttime","산소흡입[1일당], (상급종합병원·종합병원)신생아 야간",4239140,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040013,42114432,EDI,Procedure,"Oxygen Inhalation,(Senior General Hospital, General Hospital) Under 12 months Nighttime","산소흡입[1일당], (상급종합병원·종합병원)만1세미만 야간",4239142,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040015,42138709,EDI,Procedure,"Oxygen Inhalation,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months Nighttime","산소흡입[1일당], (상급종합병원·종합병원)만1세이상~만6세미만 야간",4239144,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040020,42318780,EDI,Procedure,"Oxygen Inhalation,emergency","산소흡입[1일당], 응급",4239146,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040022,42168748,EDI,Procedure,"Oxygen Inhalation,(Senior General Hospital, General Hospital) Neonate Emergency","산소흡입[1일당], (상급종합병원·종합병원)신생아 응급",4239148,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040023,42084815,EDI,Procedure,"Oxygen Inhalation,(Senior General Hospital, General Hospital) Under 12 months Emergency","산소흡입[1일당], (상급종합병원·종합병원)만1세미만 응급",4239150,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040025,42145295,EDI,Procedure,"Oxygen Inhalation,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months Emergency","산소흡입[1일당], (상급종합병원·종합병원)만1세이상~만6세미만 응급",4239152,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040030,42322481,EDI,Procedure,"Oxygen Inhalation,Emergency Nighttime","산소흡입[1일당], 응급 야간",4239154,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040032,42170464,EDI,Procedure,"Oxygen Inhalation,(Senior General Hospital, General Hospital) Neonate emergency Nighttime","산소흡입[1일당], (상급종합병원·종합병원)신생아 응급 야간",4239156,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040033,42123659,EDI,Procedure,"Oxygen Inhalation,(Senior General Hospital, General Hospital) Under 12 months emergency Nighttime","산소흡입[1일당], (상급종합병원·종합병원)만1세미만 응급 야간",4239158,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040035,42147320,EDI,Procedure,"Oxygen Inhalation,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months emergency Nighttime","산소흡입[1일당], (상급종합병원·종합병원)만1세이상~만6세미만 응급 야간",4239160,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040040,42308411,EDI,Procedure,"Oxygen Inhalation,Emergency holiday","산소흡입[1일당], 응급 공휴일",4239162,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040042,42168924,EDI,Procedure,"Oxygen Inhalation,(Senior General Hospital, General Hospital) Neonate emergency holiday","산소흡입[1일당], (상급종합병원·종합병원)신생아 응급 공휴일",4239164,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040043,42122099,EDI,Procedure,"Oxygen Inhalation,(Senior General Hospital, General Hospital) Under 12 months emergency holiday","산소흡입[1일당], (상급종합병원·종합병원)만1세미만 응급 공휴일",4239166,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040045,42146216,EDI,Procedure,"Oxygen Inhalation,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months emergency holiday","산소흡입[1일당], (상급종합병원·종합병원)만1세이상~만6세미만 응급 공휴일",4239168,Oxygen therapy,SNOMED,Procedure,20200319,20991231
